http://dbpedia.org/ontology/BaseballSeason	baseball season	
http://dbpedia.org/ontology/Arena	arena	
http://dbpedia.org/ontology/SoccerLeagueSeason	soccer league season	
http://dbpedia.org/ontology/BoxingLeague	boxing league	
http://dbpedia.org/ontology/DistrictWaterBoard	district water board	
http://dbpedia.org/ontology/RadioControlledRacingLeague	radio-controlled racing league	
http://dbpedia.org/ontology/HistoricalCountry	Historical country	
http://dbpedia.org/ontology/TennisLeague	tennis league	
http://dbpedia.org/ontology/Listen	Listen	
http://dbpedia.org/ontology/HorseRider	horse rider	
http://dbpedia.org/ontology/Unknown	Unknown	
http://dbpedia.org/ontology/MultiVolumePublication	multi volume publication	
http://dbpedia.org/ontology/PlayWright	Playwright	
http://dbpedia.org/ontology/BoxingCategory	boxing category	
http://dbpedia.org/ontology/FormulaOneTeam	formula 1 team	
http://dbpedia.org/ontology/Resume	Resume	
http://dbpedia.org/ontology/ArtificialSatellite	ArtificialSatellite	
http://dbpedia.org/ontology/SkiResort	ski resort	
http://dbpedia.org/ontology/Athletics	athletics	
http://dbpedia.org/ontology/Memorial	memorial	
http://dbpedia.org/ontology/Medician	medician	
http://dbpedia.org/ontology/CultivatedVariety	cultivar (cultivated variety)	
http://dbpedia.org/ontology/VicePrimeMinister	vice prime minister	
http://dbpedia.org/ontology/GolfCourse	golf course	
http://dbpedia.org/ontology/CountrySeat	country estate	
http://dbpedia.org/ontology/AmericanFootballCoach	american football coach	
http://dbpedia.org/ontology/Polyhedron	Polyhedron	
http://dbpedia.org/ontology/Lieutenant	lieutenant	
http://dbpedia.org/ontology/Host	host	
http://dbpedia.org/ontology/Letter	letter	
http://dbpedia.org/ontology/Noble	noble	
http://dbpedia.org/ontology/MicroRegion	micro-region	
http://dbpedia.org/ontology/MemberOfParliament	member of parliament	
http://dbpedia.org/ontology/RailwayStation	train station	
http://dbpedia.org/ontology/ChristianBishop	Christian Bishop	
http://dbpedia.org/ontology/PoloLeague	polo league	
